番号,都道府県,市郡,区町村,男,女,,
32448,島根県,邑智郡,美郷町,81.5,88.2,,
32449,島根県,邑智郡,邑南町,81.8,88.4,,
32501,島根県,鹿足郡,津和野町,81.2,88.2,,
32505,島根県,鹿足郡,吉賀町,81.9,88.1,,
32525,島根県,隠岐郡,海士町,81.7,88.4,,
32526,島根県,隠岐郡,西ノ島町,81.5,88.0,,
32527,島根県,隠岐郡,知夫村,81.5,88.3,,
32528,島根県,隠岐郡,隠岐の島町,80.7,88.2,,
33101,岡山県,岡山市,北区,82.4,88.4,,
33102,岡山県,岡山市,中区,82.3,88.6,,
33103,岡山県,岡山市,東区,82.2,88.4,,
33104,岡山県,岡山市,南区,82.1,88.4,,
33202,岡山県,倉敷市,  ,82.1,88.3,,
33203,岡山県,津山市,  ,81.5,88.2,,
33204,岡山県,玉野市,  ,81.6,87.8,,
33205,岡山県,笠岡市,  ,81.6,88.0,,
33207,岡山県,井原市,  ,81.8,88.3,,
33208,岡山県,総社市,  ,82.0,88.5,,
33209,岡山県,高梁市,  ,81.6,88.4,,
33210,岡山県,新見市,  ,81.6,88.5,,
33211,岡山県,備前市,  ,81.2,87.8,,
33212,岡山県,瀬戸内市,  ,81.8,88.0,,
33213,岡山県,赤磐市,  ,82.1,88.4,,
33214,岡山県,真庭市,  ,81.5,88.3,,
33215,岡山県,美作市,  ,81.2,88.2,,
33216,岡山県,浅口市,  ,82.2,88.5,,
33346,岡山県,和気郡,和気町,81.8,88.4,,
33423,岡山県,都窪郡,早島町,82.2,88.4,,
33445,岡山県,浅口郡,里庄町,82.1,88.8,,
33461,岡山県,小田郡,矢掛町,81.9,88.6,,
33586,岡山県,真庭郡,新庄村,81.8,88.3,,
33606,岡山県,苫田郡,鏡野町,81.9,88.2,,
33622,岡山県,勝田郡,勝央町,81.9,88.4,,
33623,岡山県,勝田郡,奈義町,82.0,88.4,,
33643,岡山県,英田郡,西粟倉村,81.9,88.3,,
33663,岡山県,久米郡,久米南町,81.8,88.3,,
33666,岡山県,久米郡,美咲町,80.7,88.0,,
33681,岡山県,加賀郡,吉備中央町,81.9,88.2,,
34101,広島県,広島市,中区,82.1,88.1,,
34102,広島県,広島市,東区,82.5,88.3,,
34103,広島県,広島市,南区,82.1,88.6,,
34104,広島県,広島市,西区,82.3,88.4,,
34105,広島県,広島市,安佐南区,83.0,88.5,,
34106,広島県,広島市,安佐北区,82.4,88.2,,
34107,広島県,広島市,安芸区,82.7,88.7,,
34108,広島県,広島市,佐伯区,83.0,88.5,,
34202,広島県,呉市,  ,80.7,87.7,,
34203,広島県,竹原市,  ,81.7,88.0,,
34204,広島県,三原市,  ,81.6,87.8,,
34205,広島県,尾道市,  ,81.1,87.9,,
34207,広島県,福山市,  ,81.5,88.0,,
34208,広島県,府中市,  ,81.9,88.0,,
34209,広島県,三次市,  ,81.8,88.0,,
34210,広島県,庄原市,  ,81.7,88.6,,
34211,広島県,大竹市,  ,82.0,88.1,,
34212,広島県,東広島市,  ,82.6,88.3,,
34213,広島県,廿日市市,  ,82.6,88.5,,
34214,広島県,安芸高田市,  ,81.8,88.6,,
34215,広島県,江田島市,  ,81.4,87.5,,
34302,広島県,安芸郡,府中町,82.8,88.5,,
34304,広島県,安芸郡,海田町,81.8,88.2,,
34307,広島県,安芸郡,熊野町,81.9,88.2,,
34309,広島県,安芸郡,坂町,81.7,88.1,,
34368,広島県,山県郡,安芸太田町,81.8,88.3,,
34369,広島県,山県郡,北広島町,81.8,88.3,,
34431,広島県,豊田郡,大崎上島町,81.8,87.9,,
34462,広島県,世羅郡,世羅町,82.2,88.4,,
34545,広島県,神石郡,神石高原町,82.3,88.2,,
35201,山口県,下関市,  ,80.7,87.4,,
35202,山口県,宇部市,  ,81.4,87.2,,
35203,山口県,山口市,  ,81.8,88.3,,
35204,山口県,萩市,  ,80.8,87.1,,
35206,山口県,防府市,  ,81.2,87.1,,
35207,山口県,下松市,  ,81.4,87.4,,
35208,山口県,岩国市,  ,81.2,87.2,,
35210,山口県,光市,  ,81.5,87.7,,
35211,山口県,長門市,  ,80.9,87.5,,
35212,山口県,柳井市,  ,80.8,87.3,,
35213,山口県,美祢市,  ,81.0,87.5,,
35215,山口県,周南市,  ,81.1,87.4,,
35216,山口県,山陽小野田市,  ,80.6,87.3,,
35305,山口県,大島郡,周防大島町,80.5,87.0,,
35321,山口県,玖珂郡,和木町,81.1,87.5,,
35341,山口県,熊毛郡,上関町,80.2,87.3,,
35343,山口県,熊毛郡,田布施町,81.1,87.2,,
35344,山口県,熊毛郡,平生町,81.2,87.8,,
35502,山口県,阿武郡,阿武町,81.0,87.4,,
36201,徳島県,徳島市,  ,81.6,87.7,,
36202,徳島県,鳴門市,  ,81.2,86.9,,
36203,徳島県,小松島市,  ,81.5,87.6,,
36204,徳島県,阿南市,  ,81.6,87.5,,
36205,徳島県,吉野川市,  ,80.3,87.7,,
36206,徳島県,阿波市,  ,80.8,87.4,,
36207,徳島県,美馬市,  ,80.7,87.1,,
36208,徳島県,三好市,  ,80.4,86.5,,
36301,徳島県,勝浦郡,勝浦町,81.3,87.5,,
36302,徳島県,勝浦郡,上勝町,81.5,87.7,,
36321,徳島県,名東郡,佐那河内村,80.9,87.5,,
36341,徳島県,名西郡,石井町,81.5,87.1,,
36342,徳島県,名西郡,神山町,81.3,87.5,,
36368,徳島県,那賀郡,那賀町,81.7,87.0,,
36383,徳島県,海部郡,牟岐町,81.0,87.6,,
36387,徳島県,海部郡,美波町,81.4,87.0,,
36388,徳島県,海部郡,海陽町,80.8,87.0,,
36401,徳島県,板野郡,松茂町,81.8,87.3,,
36402,徳島県,板野郡,北島町,82.1,87.8,,
36403,徳島県,板野郡,藍住町,81.6,87.8,,
36404,徳島県,板野郡,板野町,80.7,87.6,,
36405,徳島県,板野郡,上板町,81.1,87.5,,
36468,徳島県,美馬郡,つるぎ町,80.6,86.7,,
36489,徳島県,三好郡,東みよし町,81.2,87.0,,
37201,香川県,高松市,  ,81.8,87.8,,
37202,香川県,丸亀市,  ,81.3,87.8,,
37203,香川県,坂出市,  ,80.3,87.5,,
37204,香川県,善通寺市,  ,81.1,87.3,,
37205,香川県,観音寺市,  ,81.2,87.7,,
37206,香川県,さぬき市,  ,82.1,87.8,,
37207,香川県,東かがわ市,  ,81.7,87.8,,
37208,香川県,三豊市,  ,81.5,87.4,,
37322,香川県,小豆郡,土庄町,81.7,87.6,,
37324,香川県,小豆郡,小豆島町,81.8,87.7,,
37341,香川県,木田郡,三木町,81.9,87.2,,
37364,香川県,香川郡,直島町,81.6,87.1,,
37386,香川県,綾歌郡,宇多津町,81.7,87.8,,
37387,香川県,綾歌郡,綾川町,81.6,87.8,,
37403,香川県,仲多度郡,琴平町,81.4,87.4,,
37404,香川県,仲多度郡,多度津町,82.1,87.8,,
37406,香川県,仲多度郡,まんのう町,81.3,87.5,,
38201,愛媛県,松山市,  ,81.4,87.5,,
38202,愛媛県,今治市,  ,80.4,87.3,,
38203,愛媛県,宇和島市,  ,80.5,86.5,,
38204,愛媛県,八幡浜市,  ,81.1,87.3,,
38205,愛媛県,新居浜市,  ,81.0,87.1,,
38206,愛媛県,西条市,  ,81.5,87.6,,
38207,愛媛県,大洲市,  ,81.3,87.3,,
38210,愛媛県,伊予市,  ,81.2,87.2,,
38213,愛媛県,四国中央市,  ,81.1,87.6,,
38214,愛媛県,西予市,  ,81.3,87.5,,
38215,愛媛県,東温市,  ,81.5,87.3,,
38356,愛媛県,越智郡,上島町,81.2,87.1,,
38386,愛媛県,上浮穴郡,久万高原町,81.0,87.4,,
38401,愛媛県,伊予郡,松前町,81.4,87.4,,
38402,愛媛県,伊予郡,砥部町,81.6,87.4,,
38422,愛媛県,喜多郡,内子町,80.9,87.7,,
38442,愛媛県,西宇和郡,伊方町,81.0,86.9,,
38484,愛媛県,北宇和郡,松野町,81.0,87.4,,
38488,愛媛県,北宇和郡,鬼北町,81.1,87.4,,
38506,愛媛県,南宇和郡,愛南町,80.9,86.8,,
39201,高知県,高知市,  ,81.0,87.9,,
39202,高知県,室戸市,  ,79.9,87.5,,
39203,高知県,安芸市,  ,80.1,88.1,,
39204,高知県,南国市,  ,81.5,88.0,,
39205,高知県,土佐市,  ,80.5,88.0,,
39206,高知県,須崎市,  ,80.2,87.7,,
39208,高知県,宿毛市,  ,80.7,88.1,,
39209,高知県,土佐清水市,  ,80.1,87.3,,
39210,高知県,四万十市,  ,81.3,88.4,,
39211,高知県,香南市,  ,81.5,87.7,,
39212,高知県,香美市,  ,81.1,88.3,,
39301,高知県,安芸郡,東洋町,79.8,87.2,,
39302,高知県,安芸郡,奈半利町,80.5,88.0,,
39303,高知県,安芸郡,田野町,80.9,88.2,,
39304,高知県,安芸郡,安田町,80.1,87.1,,
39305,高知県,安芸郡,北川村,80.7,87.7,,
39306,高知県,安芸郡,馬路村,80.1,87.7,,
39307,高知県,安芸郡,芸西村,81.0,87.5,,
39341,高知県,長岡郡,本山町,80.5,88.3,,
39344,高知県,長岡郡,大豊町,80.2,87.4,,
39363,高知県,土佐郡,土佐町,81.2,86.7,,
39364,高知県,土佐郡,大川村,80.7,87.9,,
39386,高知県,吾川郡,いの町,80.7,88.2,,
39387,高知県,吾川郡,仁淀川町,80.4,87.4,,
39401,高知県,高岡郡,中土佐町,79.6,88.0,,
39402,高知県,高岡郡,佐川町,80.5,88.0,,
39403,高知県,高岡郡,越知町,81.1,87.9,,
39405,高知県,高岡郡,檮原町,80.8,88.2,,
39410,高知県,高岡郡,日高村,81.3,88.1,,
39411,高知県,高岡郡,津野町,81.1,88.0,,
39412,高知県,高岡郡,四万十町,80.5,87.1,,
39424,高知県,幡多郡,大月町,79.5,87.8,,
39427,高知県,幡多郡,三原村,81.1,85.6,,
39428,高知県,幡多郡,黒潮町,80.8,87.2,,
40101,福岡県,北九州市,門司区,80.9,87.6,,
40103,福岡県,北九州市,若松区,81.2,87.7,,
40105,福岡県,北九州市,戸畑区,80.8,87.7,,
40106,福岡県,北九州市,小倉北区,80.5,87.5,,
40107,福岡県,北九州市,小倉南区,81.3,87.9,,
40108,福岡県,北九州市,八幡東区,80.9,87.7,,
40109,福岡県,北九州市,八幡西区,81.4,87.7,,
40131,福岡県,福岡市,東区,81.4,87.8,,
40132,福岡県,福岡市,博多区,80.9,87.3,,
40133,福岡県,福岡市,中央区,82.3,88.1,,
40134,福岡県,福岡市,南区,81.6,87.9,,
40135,福岡県,福岡市,西区,82.1,88.3,,
40136,福岡県,福岡市,城南区,81.8,88.0,,
40137,福岡県,福岡市,早良区,81.8,87.9,,
40202,福岡県,大牟田市,  ,80.5,87.2,,
40203,福岡県,久留米市,  ,81.3,87.2,,
40204,福岡県,直方市,  ,81.2,87.7,,
40205,福岡県,飯塚市,  ,80.6,87.4,,
40206,福岡県,田川市,  ,79.8,87.2,,
40207,福岡県,柳川市,  ,81.1,87.1,,
40210,福岡県,八女市,  ,81.2,87.5,,
40211,福岡県,筑後市,  ,81.6,87.9,,
40212,福岡県,大川市,  ,80.9,87.0,,
40213,福岡県,行橋市,  ,81.7,87.6,,
40214,福岡県,豊前市,  ,80.8,87.3,,
40215,福岡県,中間市,  ,81.3,87.2,,
40216,福岡県,小郡市,  ,82.4,88.3,,
40217,福岡県,筑紫野市,  ,82.0,88.2,,
40218,福岡県,春日市,  ,82.4,87.9,,
40219,福岡県,大野城市,  ,82.2,88.2,,
40220,福岡県,宗像市,  ,82.4,88.3,,
40221,福岡県,太宰府市,  ,82.3,88.4,,
40223,福岡県,古賀市,  ,82.2,87.6,,
40224,福岡県,福津市,  ,82.7,88.1,,
40225,福岡県,うきは市,  ,80.8,87.8,,
40226,福岡県,宮若市,  ,80.9,87.7,,
40227,福岡県,嘉麻市,  ,80.3,87.0,,
40228,福岡県,朝倉市,  ,81.3,87.9,,
40229,福岡県,みやま市,  ,81.4,87.5,,
40230,福岡県,糸島市,  ,82.0,88.0,,
40231,福岡県,那珂川市,  ,81.9,87.9,,
40341,福岡県,糟屋郡,宇美町,81.1,87.2,,
40342,福岡県,糟屋郡,篠栗町,81.6,88.0,,
40343,福岡県,糟屋郡,志免町,81.6,88.0,,
40344,福岡県,糟屋郡,須恵町,81.5,87.8,,
40345,福岡県,糟屋郡,新宮町,81.4,88.1,,
40348,福岡県,糟屋郡,久山町,81.7,87.8,,
40349,福岡県,糟屋郡,粕屋町,81.6,87.8,,
40381,福岡県,遠賀郡,芦屋町,80.8,87.6,,
40382,福岡県,遠賀郡,水巻町,80.7,87.4,,
40383,福岡県,遠賀郡,岡垣町,81.7,88.1,,
40384,福岡県,遠賀郡,遠賀町,81.6,88.0,,
40401,福岡県,鞍手郡,小竹町,81.3,87.3,,
40402,福岡県,鞍手郡,鞍手町,80.9,87.5,,
40421,福岡県,嘉穂郡,桂川町,81.5,87.2,,
40447,福岡県,朝倉郡,筑前町,81.5,88.0,,
40448,福岡県,朝倉郡,東峰村,81.3,87.7,,
40503,福岡県,三井郡,大刀洗町,81.4,87.6,,
40522,福岡県,三潴郡,大木町,81.3,87.9,,
40544,福岡県,八女郡,広川町,81.5,87.9,,
40601,福岡県,田川郡,香春町,80.9,87.5,,
40602,福岡県,田川郡,添田町,80.7,87.6,,
40604,福岡県,田川郡,糸田町,80.3,87.2,,
40605,福岡県,田川郡,川崎町,79.8,86.8,,
40608,福岡県,田川郡,大任町,80.8,87.6,,
40609,福岡県,田川郡,赤村,81.1,87.6,,
40610,福岡県,田川郡,福智町,79.8,87.3,,
40621,福岡県,京都郡,苅田町,81.1,87.7,,
40625,福岡県,京都郡,みやこ町,81.6,87.8,,
40642,福岡県,築上郡,吉富町,81.6,87.9,,
40646,福岡県,築上郡,上毛町,81.4,87.7,,
40647,福岡県,築上郡,築上町,81.4,87.5,,
41201,佐賀県,佐賀市,  ,81.7,87.8,,
41202,佐賀県,唐津市,  ,80.3,87.6,,
41203,佐賀県,鳥栖市,  ,81.8,87.4,,
41204,佐賀県,多久市,  ,81.3,87.7,,
41205,佐賀県,伊万里市,  ,80.7,87.7,,
41206,佐賀県,武雄市,  ,81.7,87.9,,
41207,佐賀県,鹿島市,  ,81.5,87.7,,
41208,佐賀県,小城市,  ,82.0,88.1,,
41209,佐賀県,嬉野市,  ,81.8,87.9,,
41210,佐賀県,神埼市,  ,81.4,87.7,,
41327,佐賀県,神埼郡,吉野ヶ里町,82.3,87.3,,
41341,佐賀県,三養基郡,基山町,82.3,87.8,,
41345,佐賀県,三養基郡,上峰町,81.9,87.7,,
41346,佐賀県,三養基郡,みやき町,81.9,87.8,,
41387,佐賀県,東松浦郡,玄海町,80.6,87.6,,
41401,佐賀県,西松浦郡,有田町,81.0,88.4,,
41423,佐賀県,杵島郡,大町町,80.9,87.8,,
41424,佐賀県,杵島郡,江北町,81.0,87.7,,
41425,佐賀県,杵島郡,白石町,81.4,88.3,,
41441,佐賀県,藤津郡,太良町,81.3,87.9,,
42201,長崎県,長崎市,  ,81.2,87.4,,
42202,長崎県,佐世保市,  ,80.5,87.2,,
42203,長崎県,島原市,  ,81.0,87.8,,
42204,長崎県,諫早市,  ,81.6,87.9,,
42205,長崎県,大村市,  ,81.7,87.2,,
42207,長崎県,平戸市,  ,80.6,87.4,,
42208,長崎県,松浦市,  ,80.5,87.0,,
42209,長崎県,対馬市,  ,80.9,87.3,,
42210,長崎県,壱岐市,  ,80.4,87.1,,
42211,長崎県,五島市,  ,80.5,86.9,,
42212,長崎県,西海市,  ,81.1,87.1,,
42213,長崎県,雲仙市,  ,80.7,87.8,,
42214,長崎県,南島原市,  ,81.1,87.2,,
42307,長崎県,西彼杵郡,長与町,82.0,88.4,,
42308,長崎県,西彼杵郡,時津町,81.3,87.5,,
42321,長崎県,東彼杵郡,東彼杵町,80.9,87.6,,
42322,長崎県,東彼杵郡,川棚町,81.0,87.4,,
42323,長崎県,東彼杵郡,波佐見町,80.8,87.6,,
42383,長崎県,北松浦郡,小値賀町,80.8,87.4,,
42391,長崎県,北松浦郡,佐々町,81.6,87.6,,
42411,長崎県,南松浦郡,新上五島町,80.0,87.2,,
43101,熊本県,熊本市,中央区,82.0,88.1,,
43102,熊本県,熊本市,東区,82.5,88.4,,
43103,熊本県,熊本市,西区,82.1,88.3,,
43104,熊本県,熊本市,南区,82.3,88.7,,
43105,熊本県,熊本市,北区,82.4,88.1,,
43202,熊本県,八代市,  ,82.0,87.7,,
43203,熊本県,人吉市,  ,81.7,88.0,,
43204,熊本県,荒尾市,  ,81.0,87.9,,
43205,熊本県,水俣市,  ,82.0,87.9,,
43206,熊本県,玉名市,  ,82.0,88.0,,
43208,熊本県,山鹿市,  ,81.4,87.9,,
43210,熊本県,菊池市,  ,81.9,88.2,,
43211,熊本県,宇土市,  ,82.0,88.7,,
43212,熊本県,上天草市,  ,80.8,88.2,,
43213,熊本県,宇城市,  ,82.0,88.1,,
43214,熊本県,阿蘇市,  ,81.4,88.0,,
43215,熊本県,天草市,  ,80.6,88.2,,
43216,熊本県,合志市,  ,82.5,88.6,,
43348,熊本県,下益城郡,美里町,81.8,88.6,,
43364,熊本県,玉名郡,玉東町,81.6,88.3,,
43367,熊本県,玉名郡,南関町,82.3,88.1,,
43368,熊本県,玉名郡,長洲町,81.8,88.0,,
43369,熊本県,玉名郡,和水町,82.2,87.8,,
43403,熊本県,菊池郡,大津町,82.4,88.5,,
43404,熊本県,菊池郡,菊陽町,83.1,88.6,,
43423,熊本県,阿蘇郡,南小国町,81.9,88.1,,
43424,熊本県,阿蘇郡,小国町,81.8,88.5,,
43425,熊本県,阿蘇郡,産山村,81.9,88.3,,
43428,熊本県,阿蘇郡,高森町,81.9,88.5,,
43432,熊本県,阿蘇郡,西原村,81.9,88.4,,
43433,熊本県,阿蘇郡,南阿蘇村,81.9,88.4,,
43441,熊本県,上益城郡,御船町,81.7,88.1,,
43442,熊本県,上益城郡,嘉島町,81.6,88.2,,
43443,熊本県,上益城郡,益城町,82.5,89.0,,
43444,熊本県,上益城郡,甲佐町,82.4,88.5,,
43447,熊本県,上益城郡,山都町,80.5,88.5,,
43468,熊本県,八代郡,氷川町,81.2,88.2,,
43482,熊本県,葦北郡,芦北町,81.3,88.0,,
43484,熊本県,葦北郡,津奈木町,81.9,88.3,,
43501,熊本県,球磨郡,錦町,81.3,88.2,,
43505,熊本県,球磨郡,多良木町,81.2,88.4,,
43506,熊本県,球磨郡,湯前町,81.5,88.2,,
43507,熊本県,球磨郡,水上村,81.9,88.5,,
43510,熊本県,球磨郡,相良村,81.7,87.9,,
43511,熊本県,球磨郡,五木村,81.4,88.3,,
43512,熊本県,球磨郡,山江村,81.9,88.2,,
43514,熊本県,球磨郡,あさぎり町,82.1,87.9,,
43531,熊本県,天草郡,苓北町,82.1,88.5,,
44201,大分県,大分市,  ,82.6,88.3,,
44202,大分県,別府市,  ,81.4,87.7,,
44203,大分県,中津市,  ,81.0,87.8,,
44204,大分県,日田市,  ,81.1,87.6,,
44205,大分県,佐伯市,  ,81.5,87.7,,
44206,大分県,臼杵市,  ,82.0,88.0,,
44207,大分県,津久見市,  ,81.3,87.9,,
44208,大分県,竹田市,  ,81.7,88.3,,
44209,大分県,豊後高田市,  ,81.6,88.2,,
44210,大分県,杵築市,  ,82.3,88.0,,
44211,大分県,宇佐市,  ,81.7,87.8,,
44212,大分県,豊後大野市,  ,82.3,88.0,,
44213,大分県,由布市,  ,81.8,88.0,,
44214,大分県,国東市,  ,81.6,88.0,,
44322,大分県,東国東郡,姫島村,81.9,88.1,,
44341,大分県,速見郡,日出町,82.2,88.0,,
44461,大分県,玖珠郡,九重町,82.1,88.0,,
44462,大分県,玖珠郡,玖珠町,81.7,87.6,,
45201,宮崎県,宮崎市,  ,82.0,87.9,,
45202,宮崎県,都城市,  ,80.6,87.4,,
45203,宮崎県,延岡市,  ,80.9,87.6,,
45204,宮崎県,日南市,  ,80.9,87.3,,
45205,宮崎県,小林市,  ,80.7,87.8,,
45206,宮崎県,日向市,  ,81.4,87.8,,
45207,宮崎県,串間市,  ,80.4,87.1,,
45208,宮崎県,西都市,  ,81.0,87.1,,
45209,宮崎県,えびの市,  ,80.4,87.2,,
45341,宮崎県,北諸県郡,三股町,81.3,87.7,,
45361,宮崎県,西諸県郡,高原町,80.3,87.5,,
45382,宮崎県,東諸県郡,国富町,81.0,87.3,,
45383,宮崎県,東諸県郡,綾町,81.5,87.8,,
45401,宮崎県,児湯郡,高鍋町,80.8,87.5,,
45402,宮崎県,児湯郡,新富町,81.1,87.7,,
45403,宮崎県,児湯郡,西米良村,81.1,87.6,,
45404,宮崎県,児湯郡,木城町,80.5,87.6,,
45405,宮崎県,児湯郡,川南町,81.5,87.4,,
45406,宮崎県,児湯郡,都農町,81.0,87.3,,
45421,宮崎県,東臼杵郡,門川町,80.6,87.8,,
45429,宮崎県,東臼杵郡,諸塚村,81.1,87.8,,
45430,宮崎県,東臼杵郡,椎葉村,81.5,87.2,,
45431,宮崎県,東臼杵郡,美郷町,80.1,87.5,,
45441,宮崎県,西臼杵郡,高千穂町,81.5,87.9,,
45442,宮崎県,西臼杵郡,日之影町,81.1,87.8,,
45443,宮崎県,西臼杵郡,五ヶ瀬町,81.2,87.7,,
46201,鹿児島県,鹿児島市,  ,81.5,87.9,,
46203,鹿児島県,鹿屋市,  ,81.5,86.8,,
46204,鹿児島県,枕崎市,  ,80.0,87.0,,
46206,鹿児島県,阿久根市,  ,80.7,87.2,,
46208,鹿児島県,出水市,  ,81.0,87.7,,
46210,鹿児島県,指宿市,  ,81.3,87.4,,
46213,鹿児島県,西之表市,  ,80.4,87.4,,
46214,鹿児島県,垂水市,  ,81.1,87.3,,
46215,鹿児島県,薩摩川内市,  ,81.5,87.7,,
46216,鹿児島県,日置市,  ,81.8,87.9,,
46217,鹿児島県,曽於市,  ,80.3,87.3,,
46218,鹿児島県,霧島市,  ,81.4,87.5,,
46219,鹿児島県,いちき串木野市,  ,81.3,87.8,,
46220,鹿児島県,南さつま市,  ,80.6,87.4,,
46221,鹿児島県,志布志市,  ,80.5,87.1,,
46222,鹿児島県,奄美市,  ,79.2,87.4,,
46223,鹿児島県,南九州市,  ,80.6,87.6,,
46224,鹿児島県,伊佐市,  ,80.4,87.0,,
46225,鹿児島県,姶良市,  ,81.3,88.0,,
46303,鹿児島県,鹿児島郡,三島村,81.1,87.6,,
46304,鹿児島県,鹿児島郡,十島村,80.9,87.6,,
46392,鹿児島県,薩摩郡,さつま町,81.6,88.0,,
46404,鹿児島県,出水郡,長島町,80.7,87.4,,
46452,鹿児島県,姶良郡,湧水町,80.9,87.6,,
46468,鹿児島県,曽於郡,大崎町,79.9,87.2,,
46482,鹿児島県,肝属郡,東串良町,80.1,87.1,,
46490,鹿児島県,肝属郡,錦江町,80.8,87.2,,
46491,鹿児島県,肝属郡,南大隅町,80.2,87.4,,
46492,鹿児島県,肝属郡,肝付町,80.6,86.7,,
46501,鹿児島県,熊毛郡,中種子町,80.2,87.8,,
46502,鹿児島県,熊毛郡,南種子町,81.0,87.5,,
46505,鹿児島県,熊毛郡,屋久島町,80.5,87.5,,
46523,鹿児島県,大島郡,大和村,80.9,87.3,,
46524,鹿児島県,大島郡,宇検村,80.8,87.7,,
46525,鹿児島県,大島郡,瀬戸内町,80.4,87.3,,
46527,鹿児島県,大島郡,龍郷町,80.7,87.5,,
46529,鹿児島県,大島郡,喜界町,80.6,87.6,,
46530,鹿児島県,大島郡,徳之島町,79.7,87.2,,
46531,鹿児島県,大島郡,天城町,79.1,87.3,,
46532,鹿児島県,大島郡,伊仙町,79.8,87.2,,
46533,鹿児島県,大島郡,和泊町,80.5,87.3,,
46534,鹿児島県,大島郡,知名町,80.7,87.0,,
46535,鹿児島県,大島郡,与論町,80.5,88.0,,
47201,沖縄県,那覇市,  ,80.7,87.8,,
47205,沖縄県,宜野湾市,  ,81.3,88.2,,
47207,沖縄県,石垣市,  ,80.9,87.9,,
47208,沖縄県,浦添市,  ,81.2,88.0,,
47209,沖縄県,名護市,  ,80.8,88.0,,
47210,沖縄県,糸満市,  ,80.2,87.4,,
47211,沖縄県,沖縄市,  ,80.5,87.5,,
47212,沖縄県,豊見城市,  ,81.1,88.7,,
47213,沖縄県,うるま市,  ,80.4,87.3,,
47214,沖縄県,宮古島市,  ,79.4,87.7,,
47215,沖縄県,南城市,  ,80.8,87.7,,
47301,沖縄県,国頭郡,国頭村,80.6,88.2,,
47302,沖縄県,国頭郡,大宜味村,81.2,87.8,,
47303,沖縄県,国頭郡,東村,80.5,87.9,,
47306,沖縄県,国頭郡,今帰仁村,80.8,88.5,,
47308,沖縄県,国頭郡,本部町,80.5,88.0,,
47311,沖縄県,国頭郡,恩納村,81.1,88.0,,
47313,沖縄県,国頭郡,宜野座村,80.7,87.4,,
47314,沖縄県,国頭郡,金武町,79.9,87.4,,
47315,沖縄県,国頭郡,伊江村,81.1,87.8,,
47324,沖縄県,中頭郡,読谷村,81.0,87.8,,
47325,沖縄県,中頭郡,嘉手納町,80.4,87.5,,
47326,沖縄県,中頭郡,北谷町,80.7,88.0,,
47327,沖縄県,中頭郡,北中城村,81.3,88.7,,
47328,沖縄県,中頭郡,中城村,80.6,88.2,,
47329,沖縄県,中頭郡,西原町,82.1,88.5,,
47348,沖縄県,島尻郡,与那原町,80.9,88.0,,
47350,沖縄県,島尻郡,南風原町,81.4,88.5,,
47353,沖縄県,島尻郡,渡嘉敷村,80.9,88.0,,
47354,沖縄県,島尻郡,座間味村,80.5,87.8,,
47355,沖縄県,島尻郡,粟国村,80.8,88.0,,
47356,沖縄県,島尻郡,渡名喜村,80.8,87.8,,
47357,沖縄県,島尻郡,南大東村,80.9,87.7,,
47358,沖縄県,島尻郡,北大東村,80.8,87.9,,
47359,沖縄県,島尻郡,伊平屋村,80.6,87.9,,
47360,沖縄県,島尻郡,伊是名村,80.3,87.6,,
47361,沖縄県,島尻郡,久米島町,80.1,87.8,,
47362,沖縄県,島尻郡,八重瀬町,81.2,88.0,,
47375,沖縄県,宮古郡,多良間村,80.5,87.9,,
47381,沖縄県,八重山郡,竹富町,80.3,88.0,,
47382,沖縄県,八重山郡,与那国町,80.3,87.9,,
,,,,,,,
,,,,,,,
